Incident Number w/year,Year of Incident,Call (911) Problem,Type of Incident,Type  Location,Type of Property,Reporting Area,Division,Sector,Year of Occurrence,Month of Occurence,Person Involvement Type,Victim Type,Victim Gender,UCR Disposition,Modus Operandi (MO),Weapon Used,NIBRS Crime,NIBRS Crime Category,NIBRS Crime Against,Zip Code,City,State
039301-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,1217,SOUTHEAST,310,2022,March,Victim,Individual,Female,Suspended,UNKNOWN SUSPECT BROKE INTO VEHICLE & TRIED TO REMOVED CAR STEREO,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75227,DALLAS,TX
075884-2022,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,Parking Lot,9610,NORTHEAST,230,2022,April,Victim,Individual,Female,Suspended,UNK SUSP TOOK COMP'S VEHICLE WITHOUT CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75238,DALLAS,TX
042447-2022,2024,41/11R - BURG RES IN PROGRESS,BURGLARY - PRELIMINARY INVESTIGATION,Single Family Residence - Occupied,Other,1194,CENTRAL,110,2022,March,Victim,Individual,Female,Suspended,INVESTIGATION OF BURGLARY,Handgun,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,75223,DALLAS,TX
151304-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Parking Lot (Park),Motor Vehicle,1150,NORTHEAST,230,2022,August,Victim,Individual,Female,Suspended,COMPLAINANT'S DRIVER'S SIDE REAR WINDOW DAMAGED AND CAR SEARCHED.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75218,DALLAS,TX
083732-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,8820,SOUTHWEST,430,2022,May,Victim,Individual,Male,Suspended,UNK SUSP ENTERED THE COMPLAINANTS VEHICLE AND REMOVED PROPERTY.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75211,DALLAS,TX
038131-2020,2024,11R - BURG OF RES,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,Single Family Residence - Occupied,Residential Property Occupied/Vacant,1246,SOUTHEAST,320,2020,February,Victim,Individual,Female,Suspended,SSUSPECT(S) TOOK MOTOR SCOOTERS W/O PERMISSION.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75227,DALLAS,TX
012683-2023,2024,PSE/09 - THEFT,"THEFT OF PROP > OR EQUAL $750 <$2,500 (EMPLOYEE) PC 31.03(e3)",Gas or Service Station,Commercial Property Occupied/Vacant,2216,SOUTHEAST,350,2023,January,Victim,Individual,Male,Suspended,COMPLAINANT'S PROPERTY REMOVED FROM LOCATION WITHOUT PERMISSION,Handgun,EMBEZZELMENT,EMBEZZELMENT,PROPERTY,75217,DALLAS,TX
032678-2022,2024,41/11R - BURG RES IN PROGRESS,CRIM MISCHIEF > OR EQUAL $100 < $750,Single Family Residence - Occupied,Residential Property Occupied/Vacant,1227,SOUTHEAST,310,2022,February,Victim,Individual,Female,Suspended,SUSP ENTERED RESIDENCE BY FORCE,Handgun,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,75227,DALLAS,TX
201406-2019,2024,11V/01 - BURG MOTOR VEH,CRIM MISCHIEF > OR EQUAL $100 < $750,Parking (Business),Motor Vehicle,2019,CENTRAL,150,2019,October,Victim,Individual,Male,Suspended,SUSP ATTEMPTED TO BREAK INTO COMP'S VEHICLE AND CAUSED DAMAGE.,Handgun,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,75204,DALLAS,TX
112144-2022,2024,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Outdoor Area Public/Private,Motor Vehicle,4086,SOUTHWEST,410,2022,June,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT TOK COMP VEHICLE WITHOUT CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75211,DALLAS,TX
066594-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,"Highway, Street, Alley ETC",Motor Vehicle,4185,SOUTHWEST,440,2022,April,Victim,Individual,Male,Suspended,UNK SUSP BROKE INTO VICT'S VEH AND TOOK PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75211,DALLAS,TX
119644-2022,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - PRELIMINARY INVEST,Parking (Business),Parking Lot,2066,CENTRAL,150,2022,July,Victim,Individual,Male,Suspended,"KNOWN SUSP TOOK OFF IN VEHICLE WITHOUT PERMISSION, DID NOT RETURN",Handgun,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,75226,DALLAS,TX
108871-2022,2024,11R - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Occupied,Other,4252,SOUTH CENTRAL,730,2022,June,Victim,Individual,Female,Suspended,UNK SUSP ENT COMP RESIDENCE & TOOK COMP PROP W/OUT CONSENT. NFI,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75216,DALLAS,TX
098402-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Single Family Residence - Occupied,Motor Vehicle,2001,CENTRAL,120,2022,June,Victim,Individual,Male,Suspended,"UNK SUSP BROKE INTO COMP'S VEH W/O PERMISSION, TOOK PROPERTY.",Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75204,DALLAS,TX
051494-2022,2024,11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Outdoor Area Public/Private,1240,SOUTHEAST,320,2022,March,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT WENT INTO COMP VEHICLE,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75227,DALLAS,TX
080180-2022,2024,11B - BURG OF BUS,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Outdoor Area Public/Private,Commercial Property Occupied/Vacant,3066,NORTHWEST,520,2022,May,Victim,Individual,Male,Suspended,COMP REPORTS THEFT OF PROPERTY (LAWNMOWER) VALUED AT $200.00,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75220,DALLAS,TX
213378-2020,2024,11R - BURG OF RES,BURGLARY OF HABITATION -NO FORCED ENTRY,Apartment Residence,Apartment Complex/Building,4360,SOUTH CENTRAL,740,2020,November,Victim,Individual,Female,Suspended,UNK SUSPECT WENT INTO RESIDENCE AND STOLE COMP PROPERTY,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75237,DALLAS,TX
019938-2022,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Condominium/Townhome Parking,Apartment Complex/Building,2039,CENTRAL,130,2022,February,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMPS VEH WITHOUT COMP CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75201,DALLAS,TX
012682-2023,2024,PSE/09 - THEFT,"THEFT OF PROP > OR EQUAL $750 <$2,500 (EMPLOYEE) PC 31.03(e3)",Gas or Service Station,Commercial Property Occupied/Vacant,2216,SOUTHEAST,350,2023,January,Victim,Individual,Male,Suspended,COMPLAINANT'S PROPERTY REMOVED FROM LOCATION WITHOUT PERMISSION,Handgun,EMBEZZELMENT,EMBEZZELMENT,PROPERTY,75217,DALLAS,TX
003824-2018,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Shopping Mall,Parking Lot,6012,NORTH CENTRAL,650,2018,January,Victim,Individual,Male,Suspended,"UNKNOWN SUSPECT(S) ENTERED VEH BY UNK MEANS, LEFT W/O CONSENT",Other,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75225,DALLAS,TX
100826-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,1150,NORTHEAST,230,2022,June,Victim,Individual,Female,Suspended,UNKN SUSP SHATTERED WINDOW TO VEHICLE AND REMOVED ITEMS,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75218,DALLAS,TX
042719-2018,2024,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Convenience Store,Parking Lot,4624,NORTHEAST,220,2018,February,Victim,Individual,Female,Suspended,UNKNOWN SUSP TOOK COMPS CAR WITHOUT CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75228,DALLAS,TX
040675-2023,2024,PSE/09 - THEFT,"THEFT OF PROP > OR EQUAL $750 <$2,500 (NOT SHOPLIFT) PC31.03(e3)",Apartment Residence,Apartment Complex/Building,1177,NORTHEAST,220,2023,March,Victim,Individual,Female,Suspended,SUSPS REMOVED PROPERTY FROM COMP'S RESIDENCE W/O PERMISSION.,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75228,DALLAS,TX
064414-2018,2024,09V - UUMV,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Occupied,Residential Property Occupied/Vacant,2231,SOUTHEAST,340,2018,March,Victim,Individual,Male,Suspended,"SUSP ENTERED COMPS RESIDENCE W/O PERMISSION, TOOK PROPERTY",Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75215,DALLAS,TX
206023-2022,2024,11R - BURG OF RES,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Occupied,Other,1195,CENTRAL,110,2022,November,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT ENTERED COMPS GARAGE AND TOOK THEIR BIKE,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75223,DALLAS,TX
069571-2022,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,Parking Lot,4073,SOUTHWEST,420,2022,April,Registered Owner,Individual,Male,Suspended,UNK SUSP TOOK VEH W/OUT CONSENT.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75208,DALLAS,TX
112485-2022,2024,09V - UUMV,CRIM MISCHIEF > OR EQUAL $100 < $750,Parking (Business),Parking Lot,3004,NORTHWEST,550,2022,June,Victim,Individual,Female,Suspended,UNK SUSP DAMAGED COMP'S VEHICLE,Handgun,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,75229,DALLAS,TX
082723-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,2016,CENTRAL,150,2022,May,Victim,Individual,Male,Suspended,UNKN SUSPECT DAMAGED & REMOVED PROPERTY FROM LISTED VEHICLE,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75204,DALLAS,TX
089646-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Parking Lot (Park),Motor Vehicle,3013,NORTHWEST,550,2022,May,Victim,Individual,Female,Suspended,UNKN SUSPECT BROKE WINDOW OF COMP'S VEHICLE TAKING PERSONAL ITEMS,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75229,DALLAS,TX
055256-2022,2024,32 - SUSPICIOUS PERSON,CRIMINAL TRESPASS,Apartment Residence,Apartment Complex/Building,1157,CENTRAL,120,2022,March,Victim,Individual,Female,CBA (Over Age 17),AP ENTERED COMP'S APT RESIDENCE AND REFUSED TO LEAVE,Handgun,TRESPASS OF REAL PROPERTY,TRESPASS OF REAL PROPERTY,SOCIETY,75205,DALLAS,TX
099928-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Motor Vehicle,4513,CENTRAL,110,2022,June,Victim,Individual,Male,Suspended,UNK SUSP BROKE DOOR HANDLE & ENTERED TRUCK STOLE PROP W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75223,DALLAS,TX
008922-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,"Highway, Street, Alley ETC",Motor Vehicle,4445,SOUTHWEST,430,2022,January,Victim,Individual,Male,Suspended,UNK SUSP ENTERED VICT'S VEH AND TOOK PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75236,DALLAS,TX
080410-2022,2024,DASF-DIST ACTIVE SHOOTER FOOT,CRIM MISCHIEF > OR EQUAL $100 < $750,Single Family Residence - Vacant,None,4140,SOUTHWEST,410,2022,May,Victim,Individual,Female,Suspended,CRIMINAL MISCHIEF,Handgun,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,75208,DALLAS,TX
057153-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,4451,NORTHWEST,520,2022,April,Victim,Individual,Male,Suspended,UNK SUSP ENTERED THE COMPLAINANTS VEHICLE AND REMOVED PROPERTY.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75220,DALLAS,TX
085411-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Motor Vehicle,9604,NORTHEAST,250,2022,March,Victim,Individual,Male,Suspended,UNK SUSP ENTERED TRUCK W/O DAMAGE & STOLE PROPERTY W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75243,DALLAS,TX
028559-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,4073,SOUTHWEST,420,2022,February,Victim,Individual,Male,Suspended,UNK SUSP BROKE DRIVER SIDE WINDOW & STOLE PROPERTY W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75208,DALLAS,TX
168954-2021,2024,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Motor Vehicle,4525,NORTHEAST,240,2021,September,Victim,Individual,Male,Suspended,UNK SUSP ENTERED VICTIM'S VEHICLE AND TOOK PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75243,DALLAS,TX
091212-2022,2024,PSE/09 - THEFT,THEFT OF PROP <$100 - OTHER THAN SHOPLIFT,Single Family Residence - Occupied,Outdoor Area Public/Private,4250,SOUTH CENTRAL,720,2022,May,Victim,Individual,Female,Suspended,UNK SUSP STOLE PACKAGE FROM COMP'S FRONT PORCH,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75216,DALLAS,TX
066202-2022,2024,PSE/09 - THEFT,THEFT OF FIREARM,Parking (Business),Motor Vehicle,9202,CENTRAL,150,2022,April,Victim,Individual,Female,Suspended,UNK SUSPECTS TOOK THE COMPLAINANTS FIREARM.,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75226,DALLAS,TX
157359-2018,2024,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Entertainment/Sports Venue,Entertainment/Sports Venue,1090,NORTHEAST,230,2018,July,Victim,Individual,Male,CBEA (Over Age 17),"UNK SUSP BROKE COMP'S LOCKER, TOOK KEYS, FLED IN COMP'S VEH",Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75218,DALLAS,TX
096241-2019,2024,19 - SHOOTING,ASSAULT (AGG) -DEADLY WEAPON,Other,Other,4252,SOUTH CENTRAL,730,2019,May,Victim,Individual,Male,Suspended,SUSP PISTOL WHIPPED AND SHOT AT COMP/S,Handgun,AGG ASSAULT - NFV,ASSAULT OFFENSES,PERSON,75216,DALLAS,TX
041401-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,9602,NORTHEAST,250,2022,March,Victim,Individual,Female,Suspended,UNKNOWN SUSPECT ENTERED ON THE DRIVER SIDE REAR W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75243,DALLAS,TX
152082-2022,2024,11R - BURG OF RES,BURGLARY OF BUILDING - FORCED ENTRY,Single Family Residence - Vacant,Residential Property Occupied/Vacant,1238,SOUTHEAST,320,2022,August,Victim,Individual,Female,Suspended,UKN SUSP ENTERED COMPS VACANT HOME THROUGH FRONT DOOR,Handgun,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,75227,DALLAS,TX
029723-2023,2024,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Condominium/Townhome Parking,Motor Vehicle,4205,SOUTHWEST,430,2023,February,Victim,Individual,Male,Suspended,UNK SUSP TOOK THE COMPLAINANTS PROPERTY WITHOUT PERMISSION.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75211,DALLAS,TX
036840-2017,2024,11R - BURG OF RES,BURGLARY OF HABITATION -NO FORCED ENTRY,Apartment Residence,Apartment Complex/Building,4525,NORTHEAST,240,2017,February,Victim,Individual,Male,Suspended,SUSP ENTERED RESIDENCE AND TOOK PROP WITHOUT CONSENT,Other,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75243,DALLAS,TX
080524-2022,2024,09 - THEFT,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",Single Family Residence - Occupied,Other,4088,SOUTHWEST,410,2022,May,Victim,Individual,Male,Suspended,THE SUSPECT  TOOK COMPS AC UNITS WITHOUT PERMISSION,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75208,DALLAS,TX
074909-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Residence,None,1158,CENTRAL,120,2022,April,Victim,Individual,Male,Suspended,UNK SUSP BROKE INTO VEH AND REMOVED PROP W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75205,DALLAS,TX
064207-2022,2024,PSE/11V - BURG MOTOR VEH,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Parking (Business),Motor Vehicle,1202,NORTHEAST,220,2022,April,Victim,Individual,Female,Suspended,SUSPECT TOOK THE COMPLAINANTS PROPERTY WITHOUT PERMISSION.,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75228,DALLAS,TX
108147-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,1119,NORTHEAST,210,2022,June,Victim,Individual,Female,Suspended,"UNK SUSP BROKE INTO COMP'S VEH W/O PERMISSION, TOOK PROPERTY.",Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75214,DALLAS,TX
086770-2022,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),Motor Vehicle,4376,SOUTH CENTRAL,750,2022,May,Registered Owner,Individual,Female,Suspended,UNKNOWN SUSPECT DROVE OFF IN COMP'S PICKUP TRUCK W/OUT PERMISSION,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75241,DALLAS,TX
034409-2023,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,6059,NORTH CENTRAL,610,2023,February,Victim,Individual,Female,Suspended,UNKN SUSP ENTERED LOCKED VEHICLE W/O DAMAGE SEARCHING INSIDE,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75287,DALLAS,TX
033093-2022,2024,11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,4375,SOUTH CENTRAL,750,2022,February,Victim,Individual,Male,Suspended,UNK SUSP MADE ENTRY IN TO COMP'S TRAILER AND TOOK PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75241,DALLAS,TX
123223-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,"Highway, Street, Alley ETC",Motor Vehicle,4084,SOUTHWEST,410,2022,July,Victim,Individual,Female,Suspended,UNKN SUSPECT DAMAGED & REMOVED PROPERYT FROM LISTED VEHICLE,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75208,DALLAS,TX
062680-2022,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),Motor Vehicle,3056,NORTHWEST,520,2022,April,Victim,Individual,Male,CBEA (Over Age 17),UNK SUSP STOLE COMP'S VEHICLE,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75220,DALLAS,TX
040977-2022,2024,11V/01 - BURG MOTOR VEH,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Parking Lot,Motor Vehicle,4114,SOUTHWEST,440,2022,March,Victim,Individual,Female,Suspended,UNKNOWN SUSPECT BROKE LOCK COVER TO DRIVER DOOR,Handgun,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,75211,DALLAS,TX
029443-2023,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Religious Institution,Parking Lot,4361,SOUTH CENTRAL,740,2023,February,Registered Owner,Individual,Female,Suspended,UNK SUSP TOOK COMP VEH WITHOUT CONSENT.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75232,DALLAS,TX
054484-2023,2024,PSE/11V - BURG MOTOR VEH,BMV,Parking Lot (All Others),Motor Vehicle,1158,CENTRAL,120,2023,March,Victim,Individual,Female,Suspended,UNKN SUSP SHATTERED VEHICLE WINDOW REMOVING PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75205,DALLAS,TX
124859-2019,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Auto Dealership New/Used,Motor Vehicle,1090,NORTHEAST,230,2019,June,Victim,Individual,Male,Suspended,UUMV,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75218,DALLAS,TX
028517-2023,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Commercial Property Occupied/Vacant,Business Office,1038,NORTHEAST,240,2023,February,Victim,Individual,Male,Suspended,SUSP REMOVED LISTED VEHICLE FROM LOCATION WITHOUT PERMISSION,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75231,DALLAS,TX
040676-2022,2024,11B - BURG OF BUS,BURGLARY OF BUILDING - FORCED ENTRY,Storage Facility,Other,1013,NORTH CENTRAL,630,2022,March,Victim,Individual,Male,Suspended,UNK SUSP FORCED ENTRY INTO COMP'S UNIT AND TOOK PROPERTY.,Handgun,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,75240,DALLAS,TX
170864-2020,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,Parking Lot (Park),Motor Vehicle,1158,CENTRAL,120,2020,September,Registered Owner,Individual,Unknown,Suspended,UNKN SUSP TOOK COMP'S VEHICLE W/O CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75205,DALLAS,TX
017138-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,4062,SOUTHWEST,420,2022,January,Victim,Individual,Male,Suspended,UNK SUSP DAMAGED DOOR FRAME ENTRD TRUCK & STOLE PROP W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75212,DALLAS,TX
033438-2023,2024,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Apartment Parking Lot,Motor Vehicle,1159,CENTRAL,140,2023,February,Victim,Individual,Female,Suspended,UNK SUSP TOOK COMP'S CATALYTIC CONVERTER OFF VEH,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75206,DALLAS,TX
080783-2022,2024,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Single Family Residence - Occupied,Motor Vehicle,4259,SOUTHWEST,450,2022,May,Victim,Individual,Male,Suspended,SUSPECT TOOK COMP PICK UP TRUCK W/O CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75233,DALLAS,TX
202740-2021,2024,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,1102,NORTHEAST,220,2021,November,Victim,Individual,Male,Suspended,UNKN SUSP ENTERED UNLOCKED VEHICLE SEARCHED INSIDE REMOVED ITEMS,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75228,DALLAS,TX
016537-2023,2024,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),"Highway, Street, Alley ETC",Motor Vehicle,2005,CENTRAL,140,2023,January,Victim,Individual,Male,Suspended,COMP'S FRONT LICENSE PLATE REMOVED FROM VEHICLE W/O PERMISSION,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75204,DALLAS,TX
123605-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Single Family Residence - Occupied,Motor Vehicle,1217,SOUTHEAST,310,2022,July,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMPS PROP W/O COMPS CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75227,DALLAS,TX
013519-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,1181,CENTRAL,140,2022,January,Victim,Individual,Male,Suspended,UNK SUSP ENTERED THE COMPLAINANTS VEHICLE AND REMOVED PROPERTY.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75206,DALLAS,TX
018682-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,4076,SOUTHWEST,430,2022,January,Victim,Individual,Female,Suspended,UNK SUS ENTERED THE COMPLAINANTS VEHICLE AND REMOVED PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75211,DALLAS,TX
091142-2022,2024,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Parking Lot,1013,NORTH CENTRAL,630,2022,May,Victim,Individual,Female,Suspended,"UNK SUSP SMASHED COMPS VEH WINDOW,STOLE MONEY FROM WITHIN",Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75254,DALLAS,TX
